Marital_Status,Recency,Kidhome,Response,NumWebPurchases,Income,MntWines,NumCatalogPurchases,cluster_kmeans
Single,9,0,0,3,48799.0,174,2,2
Partner,48,0,0,3,52157.0,189,2,2
Single,80,0,0,4,66565.0,747,2,1
Partner,60,1,0,1,29298.0,6,0,0
Single,43,0,0,1,47691.0,14,0,2
Partner,19,1,0,1,38200.0,12,0,0
Partner,26,0,0,5,44989.0,98,1,2
Partner,58,1,0,1,38443.0,32,0,0
Single,42,1,0,4,38593.0,51,1,0
Partner,27,0,0,5,64413.0,200,1,2
Partner,56,1,0,2,36959.0,25,0,0
Partner,27,0,1,6,61996.0,1050,4,1
Partner,10,1,0,4,51287.0,117,1,0
Partner,48,1,0,3,13260.0,9,0,0
Partner,39,1,0,2,47472.0,56,0,0
Partner,85,1,0,4,54603.0,145,2,0
Partner,64,1,0,3,45207.0,203,1,0
Partner,69,0,0,7,40689.0,270,1,2
Partner,54,1,0,1,47821.0,9,0,0
Partner,57,0,0,2,27450.0,37,1,2
Partner,64,1,0,2,39453.0,46,0,0
Partner,10,1,0,2,26850.0,31,1,0
Single,65,0,1,5,79800.0,1060,11,1
Partner,74,0,0,4,61794.0,264,4,2
Partner,4,0,0,7,53863.0,399,1,2
Partner,94,0,0,1,24221.0,8,1,2
Single,41,1,1,2,39684.0,19,1,0
Partner,25,0,1,5,92163.0,817,11,1
Single,94,0,0,3,69882.0,292,7,1
Partner,9,1,0,1,33178.0,12,0,0
Partner,47,0,0,3,59973.0,130,4,2
Partner,12,1,1,3,17459.0,6,1,0
Single,80,1,0,2,23910.0,16,0,0
Partner,20,1,0,1,42169.0,19,0,0
Partner,39,1,0,2,26224.0,4,1,0
Partner,57,1,0,3,31089.0,31,0,0
Single,27,0,0,1,30081.0,36,0,2
Partner,83,0,0,5,62807.0,526,3,1
Single,79,0,0,3,72906.0,400,4,1
Partner,69,0,0,5,61467.0,410,2,2
Partner,77,1,0,3,49618.0,80,1,0
Single,15,1,1,5,21888.0,88,1,0
Single,99,0,0,1,42429.0,55,1,2
Single,61,2,0,1,26150.0,5,0,0
Partner,23,0,0,1,30801.0,8,0,2
Partner,84,0,0,6,81168.0,410,4,1
Single,74,0,0,3,26877.0,101,1,2
Single,90,0,0,3,45006.0,162,1,2
Partner,41,1,0,1,18978.0,2,0,0
Partner,28,2,0,2,22574.0,25,0,0
Single,73,0,1,6,48240.0,389,3,2
Partner,88,1,0,6,45837.0,215,2,0
Single,94,2,0,1,35791.0,27,0,0
Partner,31,1,0,0,162397.0,85,0,0
Single,31,1,0,1,54162.0,5,0,0
Partner,6,0,0,1,30522.0,179,2,2
Partner,23,0,0,6,54456.0,352,1,2
Single,92,0,0,2,31632.0,17,1,2
Single,52,0,0,4,72298.0,625,3,1
Single,50,1,0,1,36975.0,10,0,0
Partner,54,0,0,6,72635.0,390,8,1
Partner,93,1,0,2,13624.0,10,0,0
Single,56,0,0,8,84196.0,215,4,1
Partner,28,0,1,11,70971.0,1001,11,1
Single,94,1,0,3,34487.0,19,0,0
Single,76,1,0,4,28769.0,41,1,0
Partner,43,1,0,7,69084.0,1181,3,1
Partner,46,0,0,3,65488.0,603,4,1
Partner,13,0,0,6,62466.0,129,3,2
Single,27,0,1,2,32218.0,10,1,2
Single,12,0,1,6,83917.0,514,7,1
Single,3,2,0,1,46102.0,14,0,0
Single,72,0,0,9,84574.0,387,11,1
Partner,6,0,0,4,56181.0,121,2,2
Single,53,0,1,8,63120.0,965,4,1
Partner,58,0,0,6,73691.0,707,2,1
Partner,78,0,0,4,63381.0,571,5,1
Partner,57,0,0,5,76140.0,586,9,1
Single,37,0,0,9,62859.0,1063,4,1
Single,20,0,0,5,45906.0,305,4,2
Partner,73,0,1,4,77632.0,1200,2,1
Partner,56,1,0,3,46463.0,163,1,0
Partner,36,0,1,9,105471.0,1009,8,1
Single,9,1,0,3,55282.0,125,1,0
Partner,42,0,0,7,78710.0,721,6,1
Partner,28,0,0,7,66886.0,315,1,2
Single,23,0,0,4,98777.0,1000,6,1
Partner,38,1,0,1,29103.0,16,0,0
Partner,63,0,0,9,67445.0,757,6,1
Partner,71,0,0,1,50616.0,30,1,2
Single,9,0,0,7,49431.0,219,1,2
Single,81,0,0,0,153924.0,1,0,2
Partner,87,0,0,3,61278.0,111,1,2
Partner,92,0,0,3,26490.0,45,1,2
Partner,36,0,0,9,73059.0,410,3,1
Single,86,1,0,3,46734.0,100,2,0
Partner,83,0,0,7,56253.0,509,2,1
Partner,74,1,0,0,19986.0,3,0,0
Single,87,0,0,6,58330.0,445,4,1
Partner,29,0,0,2,25965.0,2,0,2
Partner,88,0,0,1,14661.0,4,0,2
Partner,77,0,0,1,18690.0,6,1,2
Partner,25,0,0,1,45068.0,14,0,2
Single,34,1,0,2,21063.0,1,0,0
Partner,43,1,0,1,29187.0,26,0,0
Partner,76,1,0,3,54690.0,111,1,0
Partner,81,0,0,7,59304.0,418,8,1
Single,87,0,0,5,59247.0,327,2,2
Single,33,0,0,4,66731.0,371,3,2
Partner,38,0,0,6,77353.0,275,4,1
Single,63,0,0,2,52614.0,789,4,1
Partner,26,2,0,1,26751.0,1,0,0
Partner,17,0,1,10,81300.0,1004,3,1
Single,75,0,0,2,70337.0,187,2,2
Partner,13,1,1,4,36145.0,56,1,0
Single,19,0,0,3,65295.0,365,3,2
Single,51,0,0,8,68118.0,595,9,1
Single,81,0,0,11,68743.0,1132,5,1
Partner,32,0,0,8,41039.0,34,1,2
Partner,84,0,0,3,38946.0,116,1,2
Partner,87,0,0,2,65777.0,565,8,1
Single,99,0,0,5,66476.0,372,2,2
Single,96,0,1,5,86857.0,899,6,1
Partner,21,0,0,0,160803.0,55,28,1
Partner,40,0,0,3,77845.0,760,5,1
Partner,3,0,0,4,69476.0,260,6,1
Single,98,0,1,4,50611.0,459,5,1
Single,73,0,0,5,61209.0,466,3,1
Partner,90,0,0,1,42315.0,67,4,2
Partner,29,0,0,1,13084.0,2,0,2
Single,3,1,1,2,47570.0,67,2,0
Partner,94,0,0,2,61923.0,92,1,2
Single,65,0,0,1,34824.0,4,0,2
Single,33,1,1,2,26518.0,20,0,0
Single,46,0,0,8,45938.0,273,4,1
Partner,29,0,0,10,78468.0,434,7,1
Single,99,0,0,9,78901.0,321,3,1
Partner,26,2,0,8,71427.0,212,2,0
Single,30,0,0,5,71022.0,909,2,1
Single,27,0,1,3,90247.0,1184,4,1
Single,24,1,0,4,41335.0,112,1,0
Partner,93,1,0,8,71952.0,656,4,1
Single,34,1,0,1,35682.0,23,1,0
Single,88,0,0,9,43185.0,537,3,1
Partner,96,0,0,2,66375.0,712,4,1
Partner,10,1,1,1,35178.0,23,1,0
Partner,26,1,0,1,25252.0,1,0,0
Single,49,0,0,7,55250.0,664,5,1
Single,11,1,0,2,33249.0,6,1,0
Partner,44,0,0,5,58398.0,299,4,2
Partner,75,1,0,4,50272.0,99,1,0
Partner,64,0,0,3,76618.0,749,2,1
Single,19,0,1,5,87305.0,345,3,1
Partner,45,1,0,2,25851.0,9,0,0
Single,77,0,0,11,58710.0,440,5,1
Single,9,1,0,1,45160.0,8,0,0
Partner,1,0,0,5,74806.0,670,4,1
Partner,90,0,0,11,59111.0,524,1,1
Partner,43,1,0,1,18988.0,6,0,0
Partner,79,0,0,5,72190.0,597,6,1
Partner,19,1,1,4,7500.0,7,1,0
Partner,99,0,0,2,44794.0,54,0,2
Partner,62,0,0,6,80395.0,445,5,1
Single,41,0,0,3,75012.0,294,8,1
Partner,60,2,0,6,56962.0,292,3,0
Partner,17,0,0,11,89891.0,412,6,1
Single,24,1,0,0,35946.0,8,0,0
Partner,60,1,0,7,53593.0,349,2,0
Partner,57,1,0,4,66373.0,328,2,0
Single,74,1,0,6,45072.0,144,1,0
Single,22,1,0,4,89694.0,1126,3,1
Partner,46,0,1,4,72025.0,967,8,1
Partner,69,0,0,8,67432.0,432,5,1
Partner,29,0,0,4,70545.0,138,1,2
Partner,37,1,0,1,17487.0,0,0,0
Partner,26,0,0,7,62882.0,509,5,1
Single,8,0,0,6,64108.0,948,9,1
Partner,26,1,0,3,34941.0,39,0,0
Single,79,1,0,2,48767.0,28,1,0
Partner,71,1,0,3,38702.0,13,0,0
Partner,83,0,0,6,82224.0,307,9,1
Partner,57,0,0,4,83844.0,901,4,1
Partner,37,1,0,2,17003.0,2,0,0
Single,30,0,0,3,71163.0,283,8,1
Single,34,1,0,1,33697.0,4,0,0
Partner,0,0,1,10,63564.0,769,10,1
Partner,89,0,0,6,83443.0,518,10,1
Partner,92,0,0,3,51518.0,350,2,2
Single,87,0,0,6,58330.0,445,4,1
Partner,20,0,1,8,80952.0,778,5,1
Partner,56,0,0,8,75507.0,709,6,1
Partner,28,0,0,7,63855.0,359,3,1
Partner,55,0,1,7,62220.0,799,6,1
Partner,25,0,0,3,58512.0,895,4,1
Partner,0,1,0,2,40662.0,40,1,0
Partner,86,0,0,3,38829.0,76,2,2
Partner,8,1,0,3,35523.0,11,0,0
Single,33,1,0,8,79146.0,245,1,1
Partner,13,0,0,6,78285.0,647,4,1
Single,12,1,1,2,31626.0,39,1,0
Single,92,0,0,2,75127.0,203,11,1
Partner,90,0,0,3,48726.0,138,2,2
Partner,8,0,0,3,74985.0,587,6,1
Partner,6,0,0,11,67430.0,595,5,1
Partner,91,0,0,2,46891.0,43,1,2
Partner,52,0,0,6,62058.0,301,1,2
Partner,3,0,0,5,72063.0,180,2,2
Partner,57,0,0,8,78939.0,794,5,1
Single,9,1,1,7,42720.0,392,3,0
Partner,22,1,0,2,33622.0,39,0,0
Partner,76,0,0,0,6835.0,107,0,2
Partner,86,1,0,1,41452.0,13,0,0
Single,64,0,0,2,40760.0,70,1,2
Partner,90,0,0,2,74250.0,680,11,1
Single,79,1,0,1,51124.0,26,0,0
Single,28,0,0,6,72258.0,522,9,1
Single,86,0,0,4,71466.0,412,4,1
Partner,42,1,0,1,36283.0,6,0,0
Single,39,1,0,1,20587.0,2,1,0
Partner,8,1,0,1,30467.0,1,0,0
Partner,40,1,0,1,31590.0,6,0,0
Partner,5,1,0,2,20425.0,4,0,0
Partner,96,1,0,3,17144.0,18,0,0
Single,28,0,1,6,42564.0,324,8,1
Partner,22,1,0,7,43783.0,327,1,0
Single,30,0,0,7,40780.0,229,1,2
Partner,45,0,0,3,62847.0,521,6,1
Partner,58,0,1,5,82017.0,184,4,1
Single,49,0,0,2,16813.0,4,0,2
Partner,37,1,0,3,51267.0,183,3,0
Single,70,0,0,1,46524.0,31,1,2
Single,33,0,0,4,45183.0,219,1,2
Partner,98,0,0,10,70421.0,479,3,1
Single,17,0,0,11,60161.0,584,4,1
Partner,54,0,0,6,73926.0,627,5,1
Partner,39,1,0,4,19329.0,24,0,0
Partner,81,0,0,4,61872.0,330,4,2
Single,71,1,0,1,46984.0,19,0,0
Partner,62,1,0,2,34838.0,28,1,0
Single,8,0,0,6,82716.0,606,8,1
Partner,76,0,1,2,48192.0,1039,8,1
Partner,66,0,0,7,49681.0,411,1,2
Partner,83,0,0,1,56850.0,34,1,2
Partner,28,0,0,3,55267.0,161,4,2
Partner,87,1,0,3,59666.0,623,2,0
Single,43,0,0,5,72504.0,604,9,1
Partner,0,0,0,1,26872.0,3,1,2
Single,1,1,1,2,21359.0,12,0,0
Single,1,0,0,5,73170.0,184,4,2
Partner,72,0,0,5,52750.0,393,7,1
Partner,72,0,0,5,91820.0,410,5,1
Partner,12,0,0,5,65968.0,376,4,1
Partner,89,1,0,1,30772.0,7,0,0
Single,67,0,0,10,22507.0,68,2,2
Partner,54,0,0,9,65685.0,642,2,1
Partner,34,1,0,2,25804.0,8,0,0
Single,15,0,1,5,76412.0,840,4,1
Partner,43,1,0,2,22063.0,7,0,0
Single,0,0,1,7,57091.0,464,3,1
Partner,74,0,0,3,22419.0,30,2,2
Partner,61,0,1,5,87771.0,1492,10,1
Single,51,0,0,10,78353.0,752,2,1
Partner,97,1,0,3,93404.0,1279,4,1
Single,75,1,0,1,37859.0,22,0,0
Single,83,0,0,8,80995.0,860,9,1
Partner,23,1,0,1,16529.0,3,0,0
Single,65,1,0,2,55412.0,10,0,0
Single,94,0,0,6,48789.0,351,4,1
Partner,42,0,0,7,56575.0,421,3,1
Partner,10,1,0,2,25130.0,2,0,0
Partner,94,1,0,1,35441.0,25,0,0
Partner,50,0,0,6,71391.0,336,5,1
Single,46,1,0,6,49494.0,191,1,0
Single,98,0,0,7,81702.0,563,7,1
Single,42,0,0,1,45889.0,31,0,2
Single,30,0,0,7,56628.0,479,6,1
Partner,11,1,0,2,34026.0,18,1,0
Partner,61,0,0,3,40049.0,91,2,2
Single,12,1,0,3,34176.0,5,0,0
Partner,76,1,0,4,19419.0,2,0,0
Partner,2,0,0,3,82504.0,362,6,1
Partner,43,0,1,5,81205.0,724,6,1
Single,27,0,0,3,61618.0,605,6,1
Single,60,0,0,7,55284.0,547,5,1
Single,79,0,0,3,49980.0,104,1,2
Partner,96,2,0,3,15072.0,8,1,0
Single,17,0,0,5,49166.0,224,3,2
Partner,0,0,0,6,65324.0,384,2,2
Partner,38,0,0,7,82347.0,556,7,1
Partner,43,1,0,1,30843.0,24,1,0
Partner,1,0,1,7,46374.0,408,1,2
Single,25,0,0,10,60474.0,265,2,1
Partner,2,0,0,1,38576.0,34,0,2
Partner,66,2,0,6,55357.0,374,2,0
Partner,49,1,0,1,37758.0,27,0,0
Partner,5,0,0,6,85710.0,600,9,1
Partner,71,1,0,2,23228.0,13,0,0
Partner,35,1,0,6,44602.0,167,1,0
Partner,94,0,0,0,7500.0,0,0,2
Partner,80,1,0,4,38683.0,46,1,0
Single,61,1,0,6,49514.0,88,1,0
Partner,29,0,0,4,57906.0,243,2,2
Single,0,0,0,5,43456.0,275,1,2
Single,80,2,0,1,19485.0,6,0,0
Partner,54,0,0,2,53172.0,121,3,2
Partner,71,1,0,2,30545.0,4,0,0
Partner,27,0,0,5,70123.0,1308,7,1
Single,61,0,0,5,62450.0,515,5,1
Partner,55,1,0,4,21675.0,4,0,0
Single,35,1,0,3,42395.0,48,1,0
Partner,34,1,0,5,61346.0,562,7,1
Partner,95,0,0,4,80812.0,769,8,1
Single,64,1,0,6,42835.0,379,6,1
Partner,30,1,0,3,39922.0,29,0,0
Single,12,0,0,6,86424.0,387,9,1
Partner,96,1,0,3,17117.0,12,1,0
Single,16,1,1,3,24762.0,6,1,0
Partner,16,0,0,2,35797.0,27,0,2
Single,78,2,0,0,36627.0,9,0,0
Partner,83,1,0,2,51111.0,22,0,0
Single,96,0,1,5,86857.0,899,6,1
Partner,67,0,0,3,82072.0,889,2,1
Single,87,2,0,6,46231.0,189,1,0
Partner,34,1,0,2,42243.0,48,0,0
Partner,46,1,0,9,51195.0,230,2,0
Single,7,0,0,2,68092.0,852,6,1
Partner,73,1,0,2,31814.0,35,0,0
Single,54,1,0,5,51390.0,205,2,0
Partner,93,0,0,3,76630.0,255,10,1
Single,52,1,0,1,26868.0,0,0,0
Single,53,0,1,7,48948.0,437,10,1
Single,81,0,0,8,55260.0,825,10,1
Partner,8,0,1,6,64090.0,316,9,1
Single,97,0,0,10,78331.0,756,6,1
Partner,50,1,0,4,37087.0,194,2,0
Single,38,1,0,4,21846.0,7,0,0
Partner,61,0,0,4,81320.0,183,3,2
Single,46,0,0,4,54137.0,171,1,2
Partner,73,0,0,4,66825.0,243,5,1
Partner,19,0,0,3,57100.0,181,3,2
Partner,10,1,0,4,58917.0,151,1,0
Single,94,0,0,3,85072.0,494,4,1
Single,10,0,1,7,86429.0,464,4,1
Single,37,1,0,1,45684.0,5,0,0
Partner,94,1,0,2,47889.0,29,0,0
Partner,23,0,0,2,45921.0,102,1,2
Single,75,0,0,3,78420.0,604,10,1
Partner,40,0,0,3,75114.0,571,10,1
Single,24,0,1,10,52278.0,953,5,1
Partner,11,1,1,3,35641.0,63,1,0
Single,29,0,1,7,95529.0,770,3,1
Partner,51,0,0,3,62820.0,398,4,2
Partner,86,0,0,3,73113.0,741,4,1
Partner,9,0,1,7,84169.0,1478,6,1
Single,30,0,0,3,42607.0,156,2,2
Single,73,0,0,6,74637.0,960,9,1
Partner,25,1,0,1,46015.0,38,0,0
Single,67,0,0,2,72354.0,315,10,1
Single,67,1,1,2,39858.0,15,0,0
Partner,58,1,0,1,34469.0,19,1,0
Partner,82,1,0,11,83033.0,812,4,1
Partner,98,0,0,6,24401.0,73,1,2
Partner,93,0,0,4,77583.0,372,5,1
Single,53,0,0,4,74116.0,871,4,1
Single,66,0,0,5,74293.0,375,4,1
Partner,6,0,0,6,68397.0,760,9,1
Partner,42,0,0,6,79632.0,471,4,1
Single,78,1,0,1,46107.0,31,1,0
Single,29,0,0,11,64950.0,819,2,1
Partner,82,1,0,1,25443.0,1,0,0
Single,92,0,0,2,75127.0,203,11,1
Partner,78,1,0,3,32892.0,26,0,0
Partner,54,0,0,9,71796.0,354,3,1
Partner,45,0,0,11,67536.0,1253,5,1
Single,59,0,0,7,55239.0,371,5,1
Single,8,1,0,8,60554.0,588,4,1
Single,51,1,0,6,64831.0,480,3,1
Partner,51,0,0,7,56067.0,517,4,1
Single,76,0,1,3,82025.0,267,2,2
Partner,62,0,1,5,94384.0,1111,8,1
Single,86,0,0,2,14906.0,7,1,2
Partner,60,0,0,4,51563.0,1166,4,1
Partner,56,0,0,4,57937.0,261,4,2
Single,83,1,0,4,68274.0,135,2,0
Partner,92,1,0,2,39771.0,6,0,0
Single,31,0,0,3,67893.0,711,2,1
Partner,80,1,0,2,27922.0,11,0,0
Partner,39,1,0,2,52190.0,42,1,0
Single,20,1,1,3,44051.0,79,1,0
Single,53,2,0,3,42767.0,20,1,0
Partner,84,1,0,1,46106.0,30,1,0
Partner,50,1,0,3,16927.0,20,0,0
Partner,96,0,1,5,59754.0,115,2,2
Single,94,0,0,5,53700.0,263,5,1
Partner,25,1,0,2,59041.0,69,0,0
Single,48,0,0,5,54237.0,267,2,2
Single,65,0,0,4,70647.0,561,7,1
Single,69,0,0,6,52597.0,492,3,1
Partner,12,1,1,2,41021.0,14,0,0
Partner,84,0,0,2,40233.0,80,1,2
Partner,47,1,0,3,50183.0,97,1,0
Partner,87,0,0,5,54753.0,197,2,2
Partner,35,0,1,6,92955.0,693,7,1
Partner,47,1,0,3,33471.0,43,0,0
Partner,48,1,1,1,34596.0,14,0,0
Partner,46,1,0,10,44010.0,186,2,0
Partner,27,0,0,3,84219.0,434,4,1
Partner,37,2,0,3,40706.0,59,0,0
Partner,8,1,0,3,15716.0,16,0,0
Single,29,0,0,7,59052.0,230,1,2
Partner,85,0,0,4,80573.0,829,6,1
Partner,2,0,0,2,83715.0,318,8,1
Partner,66,0,0,2,82576.0,1206,4,1
Partner,60,2,0,6,56962.0,292,3,0
Partner,54,1,0,2,35704.0,30,0,0
Partner,70,0,0,10,53103.0,729,6,1
Single,55,1,0,0,46779.0,12,1,0
Single,20,0,0,0,4861.0,2,0,2
Single,78,1,0,2,33462.0,22,0,0
Single,63,0,0,11,63693.0,587,6,1
Partner,17,0,1,5,80763.0,674,11,1
Partner,43,0,0,4,65352.0,284,2,2
Partner,13,0,0,5,82170.0,1023,6,1
Partner,46,0,1,9,75759.0,1394,7,1
Single,65,0,0,4,79689.0,311,9,1
Single,1,1,0,2,35340.0,27,0,0
Single,6,0,1,2,85683.0,1296,4,1
Partner,32,1,0,0,24884.0,3,0,0
Partner,34,1,0,10,42021.0,393,1,0
Single,70,1,0,5,64449.0,218,3,0
Single,49,1,0,1,64587.0,66,1,0
Single,65,0,0,1,34824.0,4,0,2
Partner,25,0,0,8,75437.0,795,4,1
Partner,84,1,0,2,26091.0,15,1,0
Partner,7,1,0,8,52845.0,384,8,1
Single,34,0,0,3,46086.0,244,1,2
Single,38,0,1,6,78028.0,158,4,1
Single,1,0,1,4,95169.0,1285,3,1
Partner,25,1,1,8,56337.0,349,5,1
Partner,25,1,0,2,22434.0,4,0,0
Partner,50,0,0,5,36930.0,223,2,2
Single,46,0,1,3,36130.0,157,8,2
Partner,96,0,0,6,65569.0,397,5,1
Partner,57,0,0,4,83844.0,901,4,1
Partner,47,1,0,3,19514.0,14,1,0
Single,52,1,0,1,36736.0,10,0,0
Partner,30,0,0,10,77568.0,1230,2,1
Partner,63,0,0,1,49187.0,81,1,2
Single,51,1,0,6,30168.0,154,1,0
Partner,14,0,0,3,34053.0,63,0,2
Partner,20,1,0,2,38196.0,30,0,0
Partner,56,0,0,4,59412.0,90,2,2
Partner,41,0,0,6,70924.0,635,6,1
Partner,72,0,0,2,54165.0,127,1,2
Partner,1,1,0,1,32300.0,13,0,0
Single,27,0,0,2,20180.0,18,1,2
Partner,77,1,0,3,34961.0,45,1,0
Partner,87,1,0,2,28440.0,38,0,0
Partner,81,1,1,11,64504.0,986,3,1
Partner,51,0,0,1,33564.0,61,1,2
Partner,79,1,0,2,17345.0,4,1,0
Partner,11,0,0,5,56320.0,201,4,2
Single,54,1,1,2,28647.0,19,2,0
Single,93,1,0,2,15038.0,4,1,0
Single,0,0,0,1,32173.0,18,0,2
Partner,54,0,0,10,68316.0,806,7,1
Partner,21,0,1,8,74538.0,380,8,1
Single,58,0,1,8,91700.0,576,6,1
Partner,3,0,0,4,68695.0,458,4,1
Partner,99,1,0,1,31056.0,5,0,0
Partner,70,0,0,5,79593.0,350,6,1
Single,65,0,0,5,28071.0,39,1,2
Partner,44,1,0,3,37334.0,26,0,0
Single,6,1,0,2,46423.0,68,0,0
Partner,9,1,1,1,37126.0,45,2,0
Partner,95,0,0,6,47703.0,359,3,2
Partner,70,0,0,5,61180.0,403,5,1
Partner,92,1,0,2,38998.0,34,0,0
Single,62,0,0,0,8028.0,73,1,2
Partner,85,0,0,4,76081.0,292,5,1
Partner,2,1,1,1,34728.0,14,1,0
Single,0,0,0,2,33168.0,80,1,2
Partner,91,0,0,2,33585.0,30,0,2
Partner,3,0,0,7,77037.0,463,7,1
Partner,68,1,1,6,35196.0,75,1,0
Partner,98,0,0,6,44529.0,538,2,2
Partner,41,0,0,6,70924.0,635,6,1
Partner,16,1,0,1,28764.0,8,0,0
Partner,82,0,0,7,69098.0,1315,8,1
Single,1,1,1,1,25959.0,4,2,0
Partner,64,1,0,1,27100.0,12,0,0
Single,68,0,0,3,70596.0,347,5,1
Partner,98,0,0,6,42557.0,192,1,2
Partner,32,0,0,5,53312.0,241,1,2
Single,87,0,0,6,72228.0,631,7,1
Partner,84,0,0,2,67605.0,336,8,1
Partner,3,1,0,3,62845.0,1099,4,1
Partner,34,0,0,7,65196.0,743,6,1
Single,23,0,1,5,42000.0,124,2,2
Single,37,1,0,1,35860.0,15,1,0
Partner,22,0,0,4,65526.0,397,4,1
Partner,19,1,0,1,16860.0,10,1,0
Single,7,0,1,4,83528.0,530,10,1
Single,52,0,0,8,64176.0,1215,9,1
Single,91,0,0,1,22304.0,3,0,2
Partner,93,0,0,3,67023.0,444,7,1
Partner,78,1,0,3,32892.0,26,0,0
Partner,23,0,0,5,70713.0,736,6,1
Partner,83,0,0,9,59925.0,473,2,1
Partner,92,0,0,2,39722.0,32,0,2
Partner,4,0,0,6,46610.0,288,1,2
Partner,32,0,0,4,88347.0,1050,7,1
Partner,27,0,0,6,87171.0,1001,7,1
Partner,10,1,0,1,26907.0,9,0,0
Single,9,1,0,4,50014.0,234,1,0
Partner,65,1,0,1,41014.0,7,0,0
Single,68,0,0,4,66294.0,251,3,2
Partner,16,1,1,7,36715.0,172,2,0
Partner,12,0,1,5,79456.0,565,6,1
Partner,95,1,0,0,40479.0,5,0,0
Single,16,0,1,5,75345.0,918,8,1
Partner,46,0,0,11,54233.0,652,6,1
Single,3,1,0,1,24163.0,4,0,0
Partner,80,0,1,9,84460.0,152,9,1
Partner,77,1,0,1,43776.0,8,0,0
Single,0,0,1,4,71691.0,336,7,1
Partner,62,0,0,6,85844.0,938,6,1
Single,91,1,0,2,39190.0,68,1,0
Partner,24,0,0,4,71367.0,227,5,1
Single,2,1,0,3,38578.0,38,0,0
Partner,22,1,0,2,57236.0,105,1,0
Single,56,0,0,4,61825.0,162,2,2
Single,54,0,0,4,79803.0,574,3,1
Single,71,0,0,3,80910.0,160,3,2
Partner,38,1,0,1,27590.0,6,0,0
Partner,62,0,0,5,56775.0,614,8,1
Single,78,0,1,4,83829.0,897,7,1
Partner,18,0,0,4,54210.0,70,1,2
Partner,95,1,0,7,38508.0,120,2,0
Partner,66,1,0,4,53187.0,211,1,0
Partner,28,1,0,2,30023.0,11,0,0
Single,78,0,0,4,76045.0,760,5,1
Partner,13,0,0,2,50870.0,53,0,2
Partner,27,0,0,2,15315.0,7,0,2
Partner,17,1,0,6,65463.0,391,2,0
Partner,71,1,0,4,66480.0,199,1,0
Single,79,0,0,2,76773.0,516,2,2
Single,1,0,1,8,81698.0,709,2,1
Single,78,1,0,1,54466.0,12,0,0
Single,23,0,0,4,98777.0,1000,6,1
Single,75,1,0,3,16269.0,19,0,0
Partner,70,0,0,3,71819.0,1224,3,1
Partner,10,1,1,1,33569.0,16,1,0
Partner,24,0,1,3,36262.0,88,5,2
