Marital_Status,Recency,Kidhome,Response,NumWebPurchases,Income,MntWines,NumCatalogPurchases,cluster_kmeans
Partner,47,0,0,2,22634.0,2,1,2
Partner,98,0,0,11,47025.0,508,1,1
Single,4,0,0,6,70566.0,381,5,1
Partner,15,1,0,2,31605.0,74,1,0
Single,67,1,0,4,52034.0,146,2,0
Single,32,1,0,2,48526.0,23,1,0
Partner,40,0,0,6,46734.0,110,1,2
Single,54,1,1,6,39552.0,165,2,0
Single,78,1,0,5,86358.0,957,3,1
Partner,94,2,0,1,46931.0,41,1,0
Single,51,0,0,0,16581.0,1,0,2
Single,42,0,1,7,63998.0,176,6,1
Partner,67,0,0,2,67381.0,815,2,1
Single,87,1,0,1,25930.0,6,0,0
Partner,29,1,0,1,42693.0,8,0,0
Partner,89,0,0,6,85606.0,717,7,1
Single,74,0,1,7,72903.0,1067,5,1
Partner,97,1,0,5,49669.0,166,1,0
Partner,63,1,0,3,36778.0,29,0,0
Single,88,0,1,4,85696.0,714,6,1
Single,34,0,0,3,10979.0,8,0,2
Partner,81,0,0,6,49678.0,229,2,2
Partner,65,0,0,6,56129.0,320,2,2
Partner,51,1,0,2,37155.0,23,0,0
Single,76,1,0,2,21282.0,1,1,0
Single,76,0,0,2,33419.0,56,0,2
Single,84,0,0,6,63285.0,508,5,1
Partner,56,1,0,2,21255.0,29,1,0
Partner,31,1,1,3,42162.0,46,1,0
Partner,0,1,0,9,54450.0,454,2,1
Partner,91,0,0,9,57744.0,350,1,1
Single,40,1,1,1,26576.0,10,0,0
Single,59,0,0,9,57513.0,735,3,1
Partner,96,0,0,10,68142.0,897,4,1
Partner,61,0,0,1,7500.0,5,0,2
Partner,14,0,1,5,83145.0,777,9,1
Partner,16,0,0,1,54197.0,162,3,2
Single,98,1,0,2,23091.0,35,1,0
Partner,11,1,1,5,46049.0,342,2,0
Partner,52,0,0,7,56715.0,258,3,2
Partner,19,0,0,3,79410.0,658,2,1
Partner,61,0,0,7,57304.0,356,6,1
Partner,73,0,0,4,44375.0,213,1,2
Partner,0,1,0,9,54450.0,454,2,1
Partner,74,0,0,8,59594.0,457,1,1
Partner,55,0,0,6,80685.0,241,4,1
Partner,48,0,0,4,40344.0,210,1,2
Partner,53,0,0,4,62710.0,441,2,2
Partner,13,0,0,1,48985.0,19,1,2
Partner,34,1,0,2,35322.0,28,0,0
Partner,54,0,0,4,77142.0,476,4,1
Single,69,0,0,3,81657.0,364,4,1
Partner,81,0,0,1,14421.0,0,0,2
Partner,99,0,0,1,20130.0,0,0,2
Partner,3,0,0,8,74214.0,863,2,1
Partner,61,1,0,8,66726.0,349,2,1
Partner,65,1,0,2,23724.0,5,0,0
Partner,93,0,0,2,47353.0,184,2,2
Partner,24,1,0,1,33444.0,8,0,0
Partner,8,0,0,3,54386.0,277,2,2
Single,72,1,0,2,28510.0,44,0,0
Single,29,0,0,3,90638.0,1156,4,1
Partner,33,0,0,8,48070.0,373,2,2
Partner,68,0,0,4,43140.0,134,1,2
Single,55,0,1,9,54959.0,1148,5,1
Single,76,1,0,2,15056.0,6,2,0
Single,17,1,0,1,26954.0,4,0,0
Single,94,1,0,1,22327.0,5,0,0
Partner,86,1,0,1,44393.0,24,0,0
Single,25,0,0,6,62000.0,899,6,1
Partner,22,0,0,3,31497.0,108,1,2
Partner,15,0,0,1,45894.0,27,0,2
Single,35,0,1,5,78579.0,816,6,1
Single,81,0,1,7,67369.0,1298,4,1
Single,55,0,0,1,58401.0,10,2,2
Single,94,0,0,4,62307.0,87,0,2
Partner,50,1,0,2,43641.0,57,1,0
Single,64,0,0,9,63841.0,635,3,1
Partner,91,0,0,2,46891.0,43,1,2
Partner,11,1,0,5,70091.0,964,2,1
Partner,72,0,0,3,78075.0,572,5,1
Single,6,0,0,6,59184.0,341,6,1
Partner,0,1,0,2,54809.0,63,1,0
Partner,66,0,0,9,58113.0,221,2,1
Partner,42,0,0,3,51412.0,140,2,2
Single,60,1,1,1,15287.0,1,1,0
Partner,64,0,0,3,66636.0,291,4,2
Partner,87,0,0,10,50965.0,544,4,1
Partner,96,0,0,6,84618.0,684,9,1
Partner,1,0,0,2,18351.0,1,0,2
Partner,54,0,0,1,40451.0,35,1,2
Partner,53,0,0,3,36317.0,87,0,2
Partner,96,0,0,5,42213.0,309,1,2
Partner,58,0,0,2,65748.0,172,4,2
Partner,12,0,0,7,77044.0,625,11,1
Partner,78,0,0,5,74918.0,972,9,1
Partner,64,1,0,4,56721.0,157,1,0
Single,26,1,1,2,42160.0,48,1,0
Single,8,0,0,4,61559.0,279,2,2
Partner,49,1,0,3,33629.0,132,1,0
Partner,56,0,0,4,68682.0,919,9,1
Single,55,0,0,2,34377.0,62,2,2
Single,25,1,0,3,8940.0,1,1,0
Partner,50,1,0,1,26228.0,2,0,0
Single,84,0,0,5,77297.0,408,7,1
Partner,30,1,0,2,40211.0,51,1,0
Single,81,1,0,2,33438.0,62,1,0
Partner,74,0,0,5,75032.0,952,4,1
Single,76,0,0,11,61284.0,618,2,1
Partner,36,1,1,2,22518.0,11,1,0
Partner,64,0,0,4,54730.0,318,1,2
Partner,62,1,0,3,38452.0,56,0,0
Single,53,1,0,5,44421.0,110,0,0
Partner,86,1,0,1,38197.0,23,0,0
Single,15,0,0,3,41986.0,27,0,2
Partner,67,1,0,2,28427.0,18,0,0
Partner,47,1,0,1,37395.0,18,0,0
Partner,47,1,0,8,64722.0,303,2,1
Partner,81,0,0,2,55249.0,97,1,2
Partner,98,0,0,5,84906.0,997,6,1
Partner,56,1,0,1,28691.0,5,0,0
Single,48,1,0,2,44213.0,95,1,0
Single,18,1,0,1,25707.0,1,0,0
Partner,74,2,0,2,59062.0,46,0,0
Single,68,0,0,5,76624.0,411,10,1
Partner,36,0,0,1,66000.0,244,3,2
Partner,90,1,0,6,27683.0,152,2,0
Single,65,0,0,0,1730.0,1,0,2
Single,63,1,0,3,7500.0,10,2,0
Partner,82,1,0,0,40521.0,12,1,0
Partner,63,1,0,1,20427.0,5,0,0
Partner,55,0,0,8,65106.0,790,3,1
Partner,64,0,1,4,69969.0,882,2,1
Partner,51,0,0,6,67433.0,615,5,1
Partner,97,0,1,11,77766.0,1004,10,1
Partner,92,0,0,7,74716.0,133,3,1
Single,51,0,0,8,68118.0,595,9,1
Partner,72,1,1,7,55158.0,293,2,0
Partner,39,0,1,7,62972.0,313,4,1
Partner,49,0,0,4,74190.0,151,2,2
Partner,21,1,0,1,39356.0,15,0,0
Partner,91,0,0,4,76653.0,736,7,1
Single,37,1,0,1,35860.0,15,1,0
Single,98,0,1,6,90687.0,982,2,1
Partner,85,0,0,7,73450.0,1142,8,1
Partner,40,1,0,2,31454.0,28,0,0
Single,2,1,1,2,47139.0,46,1,0
Single,78,0,1,4,83829.0,897,7,1
Partner,41,1,1,9,53378.0,489,4,1
Partner,94,1,0,2,19656.0,25,1,0
Partner,10,0,0,4,45579.0,145,1,2
Single,73,0,0,6,85485.0,630,6,1
Partner,22,0,0,7,55956.0,760,3,1
Single,30,0,0,5,64191.0,420,3,1
Single,21,1,1,5,38808.0,125,1,0
Partner,51,1,0,9,57183.0,464,1,1
Single,97,1,0,2,23748.0,6,1,0
Partner,56,0,0,3,66303.0,1090,4,1
Partner,4,1,0,1,37368.0,3,0,0
Partner,77,1,0,3,40800.0,24,0,0
Single,95,0,0,6,71847.0,737,7,1
Partner,36,0,0,5,46149.0,254,1,2
Partner,13,0,1,4,78687.0,817,6,1
Single,90,0,1,9,49118.0,620,7,1
Partner,49,1,0,1,37633.0,13,0,0
Partner,18,0,0,7,39767.0,113,1,2
Partner,89,0,0,4,26997.0,7,2,2
Single,43,1,0,1,33986.0,16,0,0
Partner,82,0,1,9,57091.0,462,2,1
Partner,84,1,0,1,46831.0,22,2,0
Partner,80,0,1,5,83151.0,968,7,1
Partner,68,0,0,7,52531.0,283,2,2
Partner,12,0,0,1,15759.0,1,0,2
Single,75,1,0,2,22804.0,14,0,0
Partner,10,1,0,2,43050.0,30,0,0
Single,91,1,0,1,42997.0,4,0,0
Single,21,1,0,1,48918.0,52,0,0
Partner,28,0,0,2,60033.0,62,1,2
Partner,97,1,0,2,34043.0,20,0,0
Partner,49,0,0,7,57811.0,545,2,1
Partner,14,0,1,4,78569.0,558,6,1
Single,5,1,0,2,7500.0,6,1,0
Partner,37,1,0,1,157733.0,39,0,0
Partner,62,0,1,5,94384.0,1111,8,1
Partner,83,0,0,2,23148.0,4,0,2
Single,48,1,0,5,44267.0,183,2,0
Partner,94,0,0,5,71626.0,546,5,1
Partner,61,0,0,10,60894.0,606,3,1
Partner,70,1,0,7,50200.0,266,1,0
Partner,43,0,0,5,81051.0,1142,5,1
Partner,23,0,1,10,65169.0,1074,4,1
Partner,37,0,0,11,59868.0,771,2,1
Partner,50,0,0,5,65695.0,371,4,1
Single,78,0,0,7,64857.0,556,5,1
Partner,74,0,0,6,45143.0,202,1,2
Partner,14,0,0,4,74805.0,209,7,1
Partner,77,1,0,3,59060.0,35,1,0
Single,39,1,0,3,27238.0,37,0,0
Partner,89,0,0,3,47009.0,171,2,2
Partner,62,1,0,1,46094.0,12,0,0
Partner,59,1,0,3,40321.0,44,0,0
Partner,68,1,0,1,37235.0,20,1,0
Partner,13,0,0,5,81843.0,779,9,1
Partner,37,0,0,6,46692.0,170,1,2
Partner,36,0,0,5,77382.0,491,7,1
Single,28,2,1,7,37774.0,173,2,0
Partner,2,1,0,3,18393.0,7,0,0
Partner,17,0,0,6,72828.0,1205,3,1
Partner,86,0,0,3,24711.0,10,0,2
Partner,54,1,0,3,45503.0,97,1,0
Single,2,0,0,1,6560.0,67,0,2
Partner,3,0,1,8,71604.0,345,3,1
Partner,84,1,0,2,27244.0,6,2,0
Partner,8,1,1,6,48752.0,73,1,0
Partner,4,0,0,7,71434.0,711,4,1
Single,57,0,0,4,90842.0,774,9,1
Partner,24,1,1,6,88097.0,163,5,1
Partner,51,0,0,5,51948.0,82,2,2
Partner,29,0,0,2,71853.0,358,8,1
Partner,13,0,0,3,35876.0,66,1,2
Single,23,0,0,1,40049.0,13,0,2
Single,36,1,1,7,39660.0,139,1,0
Partner,88,0,0,5,50127.0,274,1,2
Partner,2,0,0,5,43263.0,262,2,2
Partner,3,1,1,3,62845.0,1099,4,1
Partner,15,0,0,1,18929.0,32,0,2
Single,58,1,0,1,24367.0,2,0,0
Single,11,1,0,2,33249.0,6,1,0
Partner,27,0,0,1,26887.0,6,0,2
Partner,32,0,0,5,50150.0,135,2,2
Partner,12,0,0,10,62061.0,641,4,1
Single,88,0,1,4,85696.0,714,6,1
Partner,91,0,0,4,76542.0,794,8,1
Single,12,0,1,6,70515.0,420,6,1
Partner,21,1,0,0,18227.0,1,1,0
Partner,23,0,0,4,69139.0,86,1,2
Partner,10,0,1,6,69109.0,823,6,1
Single,35,0,0,8,69627.0,231,2,1
Partner,69,1,0,3,38136.0,8,1,0
Single,68,0,0,6,62159.0,182,2,2
Single,85,0,0,5,80695.0,557,8,1
Single,34,1,0,2,33316.0,79,1,0
Partner,55,1,0,8,58554.0,368,2,1
Partner,10,1,0,2,17256.0,6,1,0
Single,30,1,0,6,53034.0,160,1,0
Partner,36,0,0,8,52203.0,488,7,1
Single,14,0,0,2,59601.0,691,2,2
Single,79,0,1,6,75154.0,543,3,1
Single,52,0,0,6,47025.0,254,3,2
Partner,97,1,0,1,37971.0,5,0,0
Single,24,1,0,4,41335.0,112,1,0
Partner,0,0,0,3,67267.0,134,2,2
Single,96,0,0,4,57338.0,143,1,2
Partner,89,1,0,2,50523.0,51,0,0
Single,94,2,0,1,35791.0,27,0,0
Single,98,0,0,4,50611.0,459,5,1
Partner,72,0,0,8,56242.0,689,4,1
Single,1,0,0,7,48904.0,283,2,2
Single,26,1,0,4,56243.0,347,2,0
Partner,5,1,1,2,21355.0,5,1,0
Partner,22,0,0,5,57420.0,280,1,2
Single,56,0,0,4,46390.0,95,2,2
Partner,74,1,0,3,54342.0,84,1,0
Partner,24,1,0,2,20895.0,18,0,0
Partner,9,0,0,5,92344.0,992,10,1
Partner,10,1,0,1,26907.0,9,0,0
Partner,35,1,0,1,44964.0,19,0,0
Partner,56,0,0,8,75507.0,709,6,1
Partner,7,1,0,4,53761.0,158,4,0
Partner,51,1,0,2,22682.0,10,1,0
Partner,17,1,0,1,38887.0,25,0,0
Single,30,1,0,1,41658.0,8,1,0
Partner,21,1,0,2,29791.0,14,0,0
Partner,2,0,0,6,63915.0,622,3,1
Single,85,1,0,1,39996.0,11,0,0
Single,65,1,0,2,26759.0,25,1,0
Single,64,0,0,9,63841.0,635,3,1
Partner,11,1,0,6,51039.0,100,2,0
Partner,92,1,0,5,60544.0,201,1,0
Partner,54,0,0,9,65685.0,642,2,1
Partner,4,0,0,4,37716.0,97,1,2
Single,53,0,1,5,36864.0,204,2,2
Partner,39,1,0,8,44511.0,513,4,1
Partner,49,1,0,3,36947.0,88,0,0
Partner,70,0,0,6,47352.0,172,1,2
Partner,40,0,0,7,67087.0,329,5,1
Partner,40,0,0,4,57045.0,296,2,2
Single,43,1,1,3,36957.0,100,2,0
Partner,17,0,0,7,69389.0,422,2,1
Partner,40,1,1,5,80134.0,1218,3,1
Partner,84,1,0,1,43142.0,5,0,0
Partner,25,0,1,5,80589.0,507,10,1
Single,62,1,0,5,34412.0,52,0,0
Single,83,1,0,4,57537.0,191,3,0
Partner,47,0,0,2,22634.0,2,1,2
Partner,45,0,0,2,51315.0,68,2,2
Partner,34,2,0,2,36026.0,20,0,0
Partner,3,1,0,2,24639.0,20,0,0
Partner,1,2,0,1,34578.0,7,0,0
Single,18,0,0,2,65704.0,279,10,1
Single,45,0,0,4,63810.0,977,3,1
Partner,81,0,0,1,54132.0,30,0,2
Partner,77,0,0,1,18690.0,6,1,2
Partner,23,1,0,2,28164.0,3,0,0
Partner,48,1,0,1,34596.0,14,0,0
Partner,61,1,0,1,43269.0,10,0,0
Single,60,1,0,2,38741.0,7,0,0
Single,75,0,0,6,31907.0,33,1,2
Partner,64,1,0,1,27100.0,12,0,0
Single,54,1,0,1,31163.0,2,0,0
Partner,84,0,0,6,92533.0,693,5,1
Single,75,1,0,2,34853.0,9,0,0
Single,16,1,0,6,70844.0,129,1,0
Partner,79,1,0,1,31086.0,16,1,0
Partner,92,1,0,5,60544.0,201,1,0
Partner,16,0,0,0,20491.0,5,1,2
Partner,96,0,0,1,42523.0,14,1,2
Partner,30,1,0,3,39922.0,29,0,0
Partner,60,1,0,2,33402.0,26,1,0
Partner,11,1,0,1,36408.0,9,0,0
Partner,75,1,1,3,21645.0,14,0,0
Single,36,0,1,3,78427.0,972,7,1
Partner,71,0,0,7,82657.0,966,5,1
Partner,88,0,0,2,51876.0,99,2,2
Partner,93,0,0,4,78041.0,482,4,1
Partner,93,0,0,10,52852.0,714,7,1
Partner,54,0,0,4,70038.0,587,4,1
Partner,41,0,0,4,69401.0,399,4,1
Partner,46,1,0,3,46053.0,56,2,0
Partner,28,0,0,3,77343.0,227,4,2
Single,40,0,1,3,73892.0,703,11,1
Single,82,1,0,2,40304.0,37,0,0
Partner,38,0,0,7,32727.0,167,3,2
Partner,3,0,0,4,68695.0,458,4,1
Single,87,0,1,4,43300.0,91,0,2
Partner,49,1,0,2,26290.0,15,0,0
Single,16,0,1,6,93790.0,1302,7,1
Partner,65,0,1,5,38410.0,153,2,2
Single,9,0,0,7,64866.0,508,3,1
Partner,24,0,0,4,57957.0,290,6,1
Partner,25,1,0,1,46015.0,38,0,0
Partner,43,1,0,3,16531.0,2,0,0
Partner,10,1,0,1,28072.0,30,0,0
Single,29,0,0,2,49476.0,386,11,1
Partner,45,0,0,8,50725.0,443,1,2
Partner,57,0,0,4,83844.0,901,4,1
Partner,20,1,0,0,41145.0,9,0,0
Partner,29,0,0,9,67419.0,846,4,1
Partner,82,1,0,1,23162.0,8,1,0
Partner,68,1,0,4,34380.0,72,1,0
Single,65,0,0,1,34704.0,29,0,2
Partner,99,0,1,8,94871.0,169,5,1
Partner,9,0,0,6,65148.0,460,6,1
Partner,20,0,0,3,39898.0,69,0,2
Single,78,0,0,7,64857.0,556,5,1
Partner,26,0,0,2,59892.0,73,1,2
Single,68,0,0,3,41020.0,112,2,2
Partner,79,0,0,7,57072.0,944,5,1
Single,25,0,0,10,60474.0,265,2,1
Partner,83,0,0,5,62807.0,526,3,1
Partner,32,1,0,1,19414.0,2,0,0
Partner,49,1,0,1,19107.0,2,0,0
Partner,50,0,0,7,75484.0,378,3,1
Single,84,0,0,6,70379.0,553,3,1
Partner,96,0,0,4,79419.0,751,6,1
Partner,56,2,0,8,64014.0,406,2,0
Partner,85,0,0,11,76998.0,1449,8,1
Partner,63,1,0,6,49854.0,123,2,0
Partner,17,1,1,7,60585.0,267,4,1
Single,11,1,0,6,42873.0,209,1,0
Partner,62,0,1,7,87679.0,1259,11,1
Partner,48,1,0,7,57867.0,344,2,0
Partner,86,1,0,2,35765.0,22,0,0
Partner,73,0,0,4,65492.0,247,7,1
Single,36,1,0,2,32952.0,38,0,0
Partner,34,0,1,4,53374.0,896,2,1
Partner,16,0,0,9,71706.0,931,5,1
Partner,48,0,0,9,68487.0,758,7,1
Partner,61,1,0,4,53253.0,216,3,0
Single,54,1,0,1,31163.0,2,0,0
Partner,56,1,1,7,42014.0,244,1,0
Partner,74,1,0,8,54108.0,539,2,1
Single,35,0,1,5,49667.0,1181,10,1
Partner,65,0,0,4,63206.0,750,3,1
Partner,48,1,0,5,57136.0,306,2,0
Partner,88,0,0,11,46772.0,350,8,1
Partner,19,0,0,2,78931.0,331,8,1
Partner,21,0,0,5,53977.0,620,5,1
Partner,27,0,0,3,84219.0,434,4,1
Single,86,1,0,3,46098.0,57,2,0
Partner,92,0,0,10,73538.0,811,4,1
Partner,1,0,0,4,79529.0,423,8,1
Partner,14,0,1,3,20981.0,2,1,2
Single,74,1,0,4,51766.0,60,2,0
Partner,84,0,0,10,55759.0,675,3,1
Partner,4,1,0,2,33039.0,30,0,0
Partner,50,1,0,3,37787.0,40,0,0
Single,2,1,1,2,27242.0,3,0,0
Single,73,0,1,10,87188.0,910,2,1
Partner,21,0,0,4,69930.0,252,5,1
Single,82,1,0,2,37697.0,34,1,0
Partner,14,1,0,2,37401.0,19,0,0
Single,56,1,0,0,3502.0,2,0,0
Partner,20,1,0,7,58597.0,490,4,1
Single,54,0,0,4,82032.0,332,6,1
Partner,77,1,0,2,28087.0,53,2,0
Single,5,0,1,4,74004.0,784,6,1
Partner,65,0,0,1,19740.0,7,1,2
Partner,33,0,0,6,57036.0,1171,3,1
Partner,65,1,0,5,53083.0,215,1,0
Partner,41,0,0,7,69283.0,674,3,1
Single,86,1,1,3,46098.0,57,2,0
Partner,92,1,0,3,23331.0,5,0,0
Single,97,1,0,5,23331.0,104,1,0
Single,91,1,0,1,9255.0,9,1,0
Single,0,0,1,3,67786.0,431,6,1
Partner,59,0,0,3,71969.0,1000,4,1
Single,4,1,0,11,59235.0,448,2,1
Partner,5,1,0,3,31928.0,33,0,0
Partner,48,1,0,9,74881.0,505,2,1
Partner,99,0,0,5,65819.0,267,4,1
Single,81,1,0,0,51411.0,14,0,0
Single,95,0,0,9,51983.0,631,2,1
Partner,43,1,0,3,42386.0,65,0,0
Partner,5,0,0,2,30390.0,10,0,2
Single,50,0,1,4,30983.0,51,0,2
Single,76,0,0,8,66033.0,293,3,1
Partner,46,1,0,0,37284.0,11,0,0
Single,68,0,0,1,57530.0,50,1,2
Partner,33,0,0,4,76800.0,173,4,2
Partner,50,0,0,6,63943.0,423,4,1
Partner,85,0,0,4,76081.0,292,5,1
Partner,63,0,0,9,67445.0,757,6,1
Partner,89,1,0,1,37054.0,12,0,0
Partner,81,1,1,4,47175.0,167,2,0
Single,77,1,0,1,31859.0,3,0,0
Single,50,2,0,2,27215.0,30,1,0
Single,10,0,0,7,70179.0,532,3,1
Partner,30,1,0,3,39922.0,29,0,0
Partner,66,0,0,7,49681.0,411,1,2
Partner,16,1,0,1,24645.0,5,0,0
Single,12,0,0,5,79865.0,71,10,1
Partner,30,1,0,3,44322.0,46,0,0
Single,8,0,0,6,47958.0,268,3,2
Single,93,0,0,5,63972.0,928,4,1
Partner,14,0,0,5,75315.0,459,4,1
Partner,53,1,1,11,55517.0,483,1,1
Partner,26,1,0,6,75283.0,733,3,1
Single,23,0,1,7,82800.0,1006,6,1
Partner,92,1,0,2,38998.0,34,0,0
Single,29,0,1,3,90638.0,1156,4,1
Partner,41,1,0,1,27161.0,7,0,0
Partner,56,1,1,7,42014.0,244,1,0
Partner,19,0,0,5,38201.0,233,1,2
Partner,4,2,1,3,45203.0,35,1,0
Partner,89,0,0,4,81574.0,1252,5,1
Partner,71,0,0,2,34935.0,34,1,2
Single,81,0,0,7,60482.0,255,2,2
Partner,31,2,0,1,34633.0,8,0,0
Partner,53,0,0,4,78093.0,368,7,1
Single,78,0,0,5,82460.0,255,3,1
Partner,80,0,0,2,45903.0,33,1,2
Single,18,0,1,3,81361.0,163,10,1
Single,37,1,1,1,35860.0,15,1,0
Partner,52,1,1,3,40442.0,45,1,0
Partner,39,0,0,3,61482.0,48,2,2
Partner,11,1,0,3,34968.0,158,2,0
Partner,33,0,0,7,75794.0,754,5,1
Partner,22,0,0,3,31497.0,108,1,2
Partner,83,0,0,4,74268.0,199,3,2
Partner,43,1,0,2,13724.0,2,0,0
Partner,74,0,0,6,45143.0,202,1,2
Single,54,0,0,2,52569.0,85,0,2
Single,3,0,1,7,48432.0,322,1,2
Partner,96,1,0,3,17144.0,18,0,0
Single,68,1,0,7,36108.0,141,1,0
Partner,2,1,0,2,76445.0,739,5,1
Partner,40,1,0,1,36663.0,18,1,0
Partner,64,0,0,8,53843.0,378,5,1
Partner,26,0,0,4,90226.0,1083,7,1
Single,69,0,0,4,70638.0,1016,5,1
Partner,57,1,0,1,44512.0,23,0,0
Partner,78,1,0,2,27116.0,12,0,0
Partner,71,1,0,2,54072.0,35,0,0
Partner,59,0,0,5,71855.0,548,5,1
Single,28,1,0,10,51250.0,342,5,1
Partner,61,0,0,7,60432.0,365,2,1
Partner,22,0,0,4,65526.0,397,4,1
Single,95,0,0,4,68655.0,456,5,1
Partner,38,0,0,2,12393.0,5,0,2
Single,19,0,1,6,64509.0,836,3,1
Single,92,1,0,5,33955.0,100,1,0
Partner,24,1,1,1,31353.0,10,1,0
Partner,21,1,0,5,55434.0,238,3,0
Partner,35,1,0,1,28359.0,6,0,0
Single,9,1,0,3,57100.0,158,2,0
Partner,23,0,0,4,69139.0,86,1,2
Partner,92,0,0,9,52973.0,856,6,1
Partner,55,0,0,3,51717.0,98,0,2
Partner,14,1,0,2,18793.0,4,0,0
Partner,78,0,0,5,66664.0,398,7,1
Single,64,1,0,8,50664.0,313,1,0
Partner,49,1,0,3,54414.0,109,1,0
Partner,8,0,0,5,54549.0,216,1,2
Single,35,0,0,3,47111.0,595,2,2
Single,11,0,0,6,41003.0,123,2,2
Partner,8,1,1,4,19444.0,16,1,0
Partner,53,1,0,3,36301.0,11,0,0
Partner,36,0,0,9,73059.0,410,3,1
Partner,64,1,0,4,42731.0,159,1,0
Partner,43,1,0,2,52854.0,105,1,0
Partner,40,1,0,1,22775.0,5,0,0
Partner,52,0,0,4,46681.0,269,6,2
Partner,11,0,0,11,59821.0,629,2,1
Single,21,0,0,8,50002.0,443,2,1
Partner,23,0,0,3,69755.0,217,6,1
Partner,17,1,0,2,44078.0,24,0,0
Partner,6,1,0,1,30560.0,9,0,0
Partner,56,1,0,1,35924.0,8,0,0
Single,71,0,1,2,64140.0,1459,5,1
Partner,51,1,0,9,56386.0,230,1,0
Partner,94,1,0,1,24594.0,1,0,0
Partner,27,1,0,7,75774.0,340,5,1
Single,1,0,0,0,39228.0,7,0,2
Partner,56,0,0,6,58494.0,298,2,2
Single,71,0,0,5,58684.0,479,3,1
Single,18,0,1,7,57136.0,267,5,1
Single,48,1,0,2,56551.0,67,1,0
Partner,86,1,0,2,22448.0,3,1,0
Single,48,0,1,3,82014.0,980,6,1
Single,2,1,1,3,34213.0,50,1,0
Partner,13,0,0,0,157146.0,1,28,1
Single,57,0,0,1,25358.0,19,0,2
Single,77,1,0,2,35544.0,30,0,0
Partner,0,0,0,5,36634.0,213,2,2
Partner,57,0,0,5,62670.0,539,3,1
Partner,24,0,0,7,50334.0,284,4,1
Single,55,0,1,4,72066.0,1003,6,1
Single,62,1,0,6,50729.0,239,2,0
Partner,89,2,0,5,34916.0,51,1,0
Single,77,0,0,6,64892.0,527,4,1
Single,45,1,0,3,43602.0,19,1,0
Single,46,0,0,1,33996.0,40,1,2
Single,80,1,0,2,41473.0,21,0,0
Partner,60,0,0,6,63246.0,593,3,1
Partner,71,1,0,1,36732.0,21,1,0
Partner,43,1,0,7,69084.0,1181,3,1
Partner,97,0,1,11,77766.0,1004,10,1
Single,49,0,1,4,37929.0,202,2,2
Partner,66,0,0,5,86610.0,446,6,1
Partner,20,0,1,7,80141.0,1184,4,1
Partner,54,0,0,6,72635.0,390,8,1
Partner,61,0,0,8,69016.0,726,9,1
Partner,18,0,0,1,20193.0,8,1,2
